OBJECTID,Equipment_ID,Equipment_Name,Current_Location,Current_Lat,Current_Long,Allocated_Location,Allocated_Lat,Allocated_Long,ON_Number,Lifeboat_Number,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service_Date,x,y
1273,OB02002132,D-Class FRT Pilgrim,Poole Flood Rescue Station,50.717386,-1.986511,NULL,NULL,NULL,,FR-15,,D-Class,EA16 variant,EA16,MK1FRTEA16,01/07/1997,-1.98651099999995,50.717386
1274,OB02005000,B-Class A85 Sgt Bob Martin (Civil Service No.50),Poole ILB B,50.712688446,-1.9919749498,Poole ILB B,50.712688446,-1.9919749498,,B-826,235102921,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/09/2008,-1.99197494999993,50.7126884460001
1275,OB02024939,D-Class ILB Gladys Maud Burton,Poole ILB D,50.712623,-1.992377,Poole ILB D,50.712623,-1.992377,,D-804,235114954,D-Class,IB1 variant,IB1,MK2IB1,19/01/2017,-1.99237699999998,50.7126230000001
1276,OB02048947,Rescue Water Craft Yamaha VX1050,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-180,,RWC,Yamaha,Yamaha,VX1050,06/06/2023,-1.98893799999996,50.733573
1277,OB02048948,Rescue Water Craft Yamaha VX1050,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-181,,RWC,Yamaha,Yamaha,VX1050,06/06/2023,-1.98893799999996,50.733573
1278,OB02048949,Rescue Water Craft Yamaha VX1050,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-182,,RWC,Yamaha,Yamaha,VX1050,06/06/2023,-1.98893799999996,50.733573
1279,OB02014058,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-080,,RWC,Yamaha,Yamaha,VX1100,01/12/2013,-1.98893799999996,50.733573
1280,OB02014063,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-085,,RWC,Yamaha,Yamaha,VX1100,01/12/2013,-1.98893799999996,50.733573
1281,OB02014055,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-077,,RWC,Yamaha,Yamaha,VX1100,01/12/2013,-1.98893799999996,50.733573
1282,OB02018027,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-110,,RWC,Yamaha,Yamaha,VX1100,01/07/2016,-1.98893799999996,50.733573
1283,OB02018028,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-111,,RWC,Yamaha,Yamaha,VX1100,10/03/2016,-1.98893799999996,50.733573
1284,OB02018031,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-114,,RWC,Yamaha,Yamaha,VX1100,14/03/2016,-1.98893799999996,50.733573
1285,OB02018032,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938,NULL,NULL,NULL,,RWC-115,,RWC,Yamaha,Yamaha,VX1100,14/03/2016,-1.98893799999996,50.733573
1286,OB02004234,B-Class A85 Muriel and Leslie,Port Erin ILB B,54.08519363,-4.768009186,Port Erin ILB B,54.08519363,-4.768009186,,B-813,235092931,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,31/10/2006,-4.76800918599997,54.08519363
1287,OB02034058,D-Class ILB Pride of Port Isaac (Goeth Porthusek),Port Isaac ILB D,50.59200668,-4.831993103,Port Isaac ILB D,50.59200668,-4.831993103,,D-843,232019625,D-Class,IB1 variant,IB1,MK2IB1,22/10/2019,-4.83199310299995,50.5920066800001
1288,OB02005603,ON1299 Tamar ALB Irene Muriel Rees,Port of Poole,50.710985,-1.989144,Walton and Frinton ALB,51.84725952,1.271165013,ON1299,16-19,235069211,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,22/02/2011,-1.98914399999995,50.7109850000001
1289,OB02002192,ON1234 Trent ALB Gough Ritchie II,Port St Mary ALB,54.07045364,-4.734500885,Port St Mary ALB,54.07045364,-4.734500885,ON1234,14-26,232003132,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1998,-4.73450088499993,54.07045364
1290,OB02007408,D-Class BB Myjo,Port St Mary ALB,54.07045364,-4.734500885,NULL,NULL,NULL,,BB-747,235096967,D-Class,IB1 variant,IB1,MK2BBIB1,03/06/2014,-4.73450088499993,54.07045364
1291,OB02003140,XP-Class Avon MK1 Rollaway 2-81,Port St Mary ALB,54.07045364,-4.734500885,NULL,NULL,NULL,,XP-30,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/07/2002,-4.73450088499993,54.07045364
1292,OB02043942,D-Class ILB Frank Martin,Port St Mary ILB D,54.07045364,-4.734500885,Port St Mary ILB D,54.07045364,-4.734500885,,D-873,232040672,D-Class,IB1 variant,IB1,MK2IB1,16/02/2022,-4.73450088499993,54.07045364
1293,OB02028108,D-Class ILB Eileen Murphy,Port Talbot ILB D,51.59354401,-3.816855907,NULL,NULL,NULL,,D-816,232006895,D-Class,IB1 variant,IB1,MK2IB1,17/08/2017,-3.81685590699993,51.5935440100001
1294,OB02035378,D-Class ILB CRAIG MORRIS,Port Talbot Lifeboat Station,51.59354401,-3.816855907,Port Talbot ILB D,51.59354401,-3.816855907,,D-848,232026419,D-Class,IB1 variant,IB1,MK2IB1,18/02/2020,-3.81685590699993,51.5935440100001
1295,OB02006048,B-Class A85 Blue Peter V,Portaferry ILB B,54.38088608,-5.549289227,Portaferry ILB B,54.38088608,-5.549289227,,B-833,235095912,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,07/07/2009,-5.54928922699997,54.38088608
1296,OB02005006,B-Class A85 Rose of The Shires,Porthcawl ILB B,51.47415161,-3.702022076,Porthcawl ILB B,51.47415161,-3.702022076,,B-832,235091471,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,18/05/2009,-3.70202207599993,51.47415161
1297,OB02038776,D-Class ILB HUGO MISSEN,Porthcawl ILB D,51.47415161,-3.702022076,Porthcawl ILB D,51.47415161,-3.702022076,,D-861,232032291,D-Class,IB1 variant,IB1,MK2IB1,08/02/2021,-3.70202207599993,51.47415161
1298,OB02006516,Y-Class Avon / ILC MK1 3-5M,Porthdinllaen ALB,52.94698715,-4.564723015,NULL,NULL,NULL,,Y-239,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-4.56472301499997,52.94698715
1299,OB02004755,D-Class BB Olive Two,Porthdinllaen ALB,52.94698715,-4.564723015,Porthdinllaen Lifeboat Station,52.94698715,-4.564723015,,BB-681,235102934,D-Class,IB1 variant,IB1,MK2BBIB1,28/09/2007,-4.56472301499997,52.94698715
1300,OB02005608,ON1304 Tamar ALB John D Spicer,Porthdinllaen ALB,52.94698715,-4.564723015,Porthdinllaen ALB,52.94698715,-4.564723015,ON1304,16-24,235069216,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,15/07/2012,-4.56472301499997,52.94698715
1301,OB02016845,B-Class A85 My Lady Anne,Portishead ILB B,51.493892,-2.756968,Portishead ILB B,51.493892,-2.756968,,B-884,235109764,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/1900,-2.75696799999997,51.4938920000001
1302,OB02027345,ON1332 Shannon ALB Stella and Humfrey Berkeley,Portpatrick ALB,54.84193039,-5.119918823,Portpatrick Lifeboat Station,54.84193039,-5.119918823,ON1332,13-25,235113733,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,14/02/2018,-5.11991882299998,54.8419303900001
1303,OB02006569,D-Class BB ILB Basil Eric Brooks,Portpatrick ALB,54.84193039,-5.119918823,NULL,NULL,NULL,,BB-732,235102869,D-Class,IB1 variant,IB1,MK2BBIB1,24/02/2010,-5.11991882299998,54.8419303900001
1304,OB02003168,XP-Class Avon MK1 Rollaway 2-81,Portree ALB,57.41078949,-6.190018177,NULL,NULL,NULL,,XP-35,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/08/2002,-6.19001817699996,57.4107894900001
1305,OB02002117,ON1214 Trent ALB Stanley Watson Barker,Portree ALB,57.41078949,-6.190018177,Portree ALB,57.41078949,-6.190018177,ON1214,14-16,232002390,Trent,Afloat Boat,AfloatBoat,MK2Trent,30/06/1996,-6.19001817699996,57.4107894900001
1306,OB02004780,D-Class BB ILB Tradewinds,Portree ALB,57.41078949,-6.190018177,Fethard ILB D,52.18775558,-6.838198185,,BB-683,235096941,D-Class,IB1 variant,IB1,MK2BBIB1,01/10/2007,-6.19001817699996,57.4107894900001
1307,OB02004792,Boat Malahide Glass Reinforced Plastic Clinker 19ft,Portrush ALB,55.20681,-6.65661478,Portrush Lifeboat Station,55.20681,-6.65661478,,BB-901,,Boat,Malahide,Malahide,GRPClinker19ft,01/07/2007,-6.65661477999993,55.2068100000001
1308,OB02002757,ON1257 Severn ALB William Gordon Burr,Portrush ALB,55.20681,-6.65661478,Portrush ALB,55.20681,-6.65661478,ON1257,17-30,232004409,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,01/06/2002,-6.65661477999993,55.2068100000001
1309,OB02006515,Y-Class Avon / ILC MK1 3-5M,Portrush ALB,55.20681,-6.65661478,NULL,NULL,NULL,,Y-238,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,15/11/2010,-6.65661477999993,55.2068100000001
1310,OB02044237,D-Class ILB The Ken Blair,Portrush ILB D,55.20681,-6.65661478,Portrush ILB D,55.20681,-6.65661478,,D-871,232040670,D-Class,IB1 variant,IB1,MK2IB1,08/03/2022,-6.65661477999993,55.2068100000001
1311,OB02006410,B-Class A85 Norma T,Portsmouth ILB B,50.79520798,-1.029818058,Portsmouth ILB B,50.79520798,-1.029818058,,B-846,235108851,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,24/10/2010,-1.02981805799993,50.79520798
1312,OB02036604,D-Class ILB THE DENNIS FARO,Portsmouth ILB D,50.79520798,-1.029818058,Portsmouth ILB D,50.79520798,-1.029818058,,D-850,232026421,D-Class,IB1 variant,IB1,MK2IB1,09/10/2020,-1.02981805799993,50.79520798
1313,OB02027871,D-Class ILB Robert J Wright,Pwllheli ILB D,52.88276291,-4.402243137,Pwllheli ILB D,52.88276291,-4.402243137,,D-811,232006890,D-Class,IB1 variant,IB1,MK2IB1,30/06/2017,-4.40224313699997,52.8827629100001
1314,OB02007175,B-Class A85 Jimmie Cairncross,Queensferry ILB B,55.99063492,-3.385258913,Queensferry ILB B,55.99063492,-3.385258913,,B-851,235087721,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,04/09/2012,-3.38525891299997,55.99063492
1315,OB02034315,ON1349 Shannon ALB ANN AND JAMES RITCHIE II,Ramsey ALB,54.32255936,-4.378405094,Ramsey ALB,54.32255936,-4.378405094,ON1349,13-42,232027360,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,03/09/2019,-4.37840509399996,54.3225593600001
1316,OB02005607,ON1303 Tamar ALB Diamond Jubilee,Ramsgate ALB,51.32898712,1.419795036,Ramsgate ALB,51.32898712,1.419795036,ON1303,16-23,235069215,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,11/04/2012,1.41979503600004,51.3289871200001
1317,OB02006517,Y-Class Avon / ILC MK1 3-5M,Ramsgate ALB,51.32898712,1.419795036,NULL,NULL,NULL,,Y-240,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,11/04/2012,1.41979503600004,51.3289871200001
1318,OB02012713,B-Class A85 Claire and David Delves,Ramsgate ILB B,51.32898712,1.419795036,Ramsgate ILB B,51.32898712,1.419795036,,B-878,235106995,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/09/2014,1.41979503600004,51.3289871200001
1319,OB02002964,XP-Class Avon MK1 Rollaway 2-81,Ramsgate Lifeboat Station,51.32898712,1.419795036,NULL,NULL,NULL,,XP-10,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/07/2001,1.41979503600004,51.3289871200001
1320,OB02002106,ON1213 Trent ALB Henry Heys Duckworth,Ramsgate Lifeboat Station,51.32898712,1.419795036,NULL,NULL,NULL,ON1213,14-15,232002380,Trent,Afloat Boat,AfloatBoat,MK2Trent,01/06/1996,1.41979503600004,51.3289871200001
1321,OB02029873,Rescue Water Craft Yamaha VX1050,Ramsgate Support Centre,51.341302,1.391122,NULL,NULL,NULL,,RWC-132,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,1.39112200000005,51.341302
1322,OB02029874,Rescue Water Craft Yamaha VX1050,Ramsgate Support Centre,51.341302,1.391122,NULL,NULL,NULL,,RWC-133,,RWC,Yamaha,Yamaha,VX1050,13/06/2018,1.39112200000005,51.341302
1323,OB02039172,Rescue Water Craft Yamaha VX1050,Ramsgate Support Centre,51.341302,1.391122,Ramsgate Support Centre,51.341302,1.391122,,RWC-143,,RWC,Yamaha,Yamaha,VX1050,12/03/2021,1.39112200000005,51.341302
1324,OB02002760,ON1253 Trent ALB Corinne Whiteley,Red Bay ALB,55.07499695,-6.053463936,Red Bay ALB,55.07499695,-6.053463936,ON1253,14-32,232004405,Trent,Afloat Boat,AfloatBoat,MK2Trent,01/06/2001,-6.05346393599996,55.0749969500001
1325,OB02005117,D-Class BB ILB Tigger Three,Red Bay ALB,55.07499695,-6.053463936,Margate ILB D,51.39163971,1.382748008,,BB-706,235108848,D-Class,IB1 variant,IB1,MK2BBIB1,01/11/2008,-6.05346393599996,55.0749969500001
1326,OB02002922,XP-Class Avon MK1 Rollaway 2-81,Red Bay ALB,55.07499695,-6.053463936,NULL,NULL,NULL,,XP-02,,XP-Class,Avon,Avon,MK1Rollaway2-81,01/04/2001,-6.05346393599996,55.0749969500001
1327,OB02006408,B-Class A85 Geoffrey Charles,Red Bay ILB B,55.07499695,-6.053463936,Red Bay ILB B,55.07499695,-6.053463936,,B-843,235105952,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/07/2010,-6.05346393599996,55.0749969500001
1328,OB02009173,B-Class A85 Leicester Challenge III,Redcar ILB B,54.61857224,-1.063699961,Redcar ILB B,54.61857224,-1.063699961,,B-858,235090696,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,10/01/2013,-1.06369996099994,54.61857224
1329,OB02016858,D-Class ILB Eileen May Loach-Thomas,Redcar ILB D,54.61857224,-1.063699961,NULL,NULL,NULL,,D-786,235108989,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-1.06369996099994,54.61857224
1330,OB02028521,ON1341 Shannon ALB ANTHONY KENNETH HEARD,Rhyl ALB,53.32505035,-3.488886118,Rhyl ALB,53.32505035,-3.488886118,ON1341,13-34,232009301,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/08/2019,-3.48888611799993,53.32505035
1331,OB02016003,D-Class ILB Mary Maxwell,Rhyl ILB D,53.32505035,-3.488886118,Rhyl ILB D,53.32505035,-3.488886118,,D-770,235103262,D-Class,IB1 variant,IB1,MK2IB1,11/08/2014,-3.48888611799993,53.32505035
1332,OB02003637,Hovercraft IRH John Russell,Richardsons Boatyard,50.724136,-1.279312,NULL,NULL,NULL,,H-006,232024690,Hovercraft,Griffon,Griffon,MK1470SAR,14/02/2005,-1.27931199999995,50.724136
1333,OB02003710,Hovercraft IRH Molly Rayner,Richardsons Boatyard,50.724136,-1.279312,NULL,NULL,NULL,,H-001,232024685,Hovercraft,Griffon,Griffon,MK1470SAR,15/05/2002,-1.27931199999995,50.724136
1334,OB02002173,ON1189 Mersey ALB Her Majesty The Queen,RNLI Historic Lifeboat Collection (Chatham),51.393486,0.526628,NULL,NULL,NULL,ON1189,12-30,232002574,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1992,0.526628000000073,51.3934860000001
1335,OB02016069,D-Class ILB Rusper II,Rock ILB D,50.5446167,-4.924492836,Rock ILB D,50.5446167,-4.924492836,,D-772,235103264,D-Class,IB1 variant,IB1,MK2IB1,11/09/2014,-4.92449283599996,50.5446167000001
1336,OB02003134,Y-Class Avon / ILC MK1 3-5M,Rosslare Harbour ALB,52.25397873,-6.335737228,NULL,NULL,NULL,,Y-168,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1900,-6.33573722799997,52.25397873
1337,OB02004936,D-Class BB James Bissett Simpson,Rosslare Harbour ALB,52.25397873,-6.335737228,Aberdeen ILB D,57.14404678,-2.080429077,,BB-694,235102986,D-Class,IB1 variant,IB1,MK2BBIB1,21/10/2009,-6.33573722799997,52.25397873
1338,OB02003225,ON1276 Severn ALB Donald and Barbara Broadhead,Rosslare Harbour ALB,52.25397873,-6.335737228,Rosslare Harbour ALB,52.25397873,-6.335737228,ON1276,17-43,235010875,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/09/2004,-6.33573722799997,52.25397873
1339,OB02027349,B-Class A85 Hello Herbie II,Rye Harbour ILB B,50.93847275,0.764048994,Rye Harbour ILB B,50.93847275,0.764048994,,B-900,232007596,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,03/04/2017,0.764048994000063,50.9384727500001
1340,OB02004339,ON1289 Tamar ALB The Baltic Exchange III,Salcombe ALB,50.23866272,-3.766658068,Salcombe ALB,50.23866272,-3.766658068,ON1289,16-09,235050655,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,12/12/2007,-3.76665806799997,50.23866272
1341,OB02002187,Y-Class Avon / ILC MK1 3-5M,Salcombe ALB,50.23866272,-3.766658068,NULL,NULL,NULL,,Y-178,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1999,-3.76665806799997,50.23866272
1342,OB02006317,D-Class BB John Wesley Hillard III,Salcombe ALB,50.23866272,-3.766658068,NULL,NULL,NULL,,BB-724,235102871,D-Class,IB1 variant,IB1,MK2BBIB1,01/11/2009,-3.76665806799997,50.23866272
1343,OB02028729,B-Class A85 Gladys Hilda Mustoe,Salcombe ILB B,50.23866272,-3.766658068,Salcombe ILB B,50.23866272,-3.766658068,,B-905,232012123,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,11/12/2017,-3.76665806799997,50.23866272
1344,OB02001055,ON1322 Shannon ALB Frederick William Plaxton,Scarborough ALB,54.28341293,-0.393094003,Scarborough ALB,54.28341293,-0.393094003,ON1322,13-15,235109052,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/05/2016,-0.393094002999931,54.2834129300001
1345,OB02016456,D-Class ILB Super G II,Scarborough ILB D,54.28341293,-0.393094003,NULL,NULL,NULL,,D-776,235107683,D-Class,IB1 variant,IB1,MK2IB1,10/12/2014,-0.393094002999931,54.2834129300001
1346,OB02045015,Rescue Water Craft Yamaha VX1050,Scarborough Support Centre,54.238045,-0.414341,Haverfordwest Support Centre,51.828345,-4.959074,,RWC-174,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-0.414340999999979,54.2380450000001
1347,OB02045016,Rescue Water Craft Yamaha VX1050,Scarborough Support Centre,54.238045,-0.414341,Haverfordwest Support Centre,51.828345,-4.959074,,RWC-175,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-0.414340999999979,54.2380450000001
1348,OB02045017,Rescue Water Craft Yamaha VX1050,Scarborough Support Centre,54.238045,-0.414341,Hayle Support Centre,50.178696,-5.406723,,RWC-176,,RWC,Yamaha,Yamaha,VX1050,16/08/2022,-0.414340999999979,54.2380450000001
1349,OB02005198,Y boat Avon/ILC Scottie,Scotland Regional Base,56.415833,-3.475581,NULL,NULL,NULL,,Y-210,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,04/08/2008,-3.47558099999998,56.4158330000001
1350,OB02046380,D-Class ILB Dorothy and Katherine Barr III,Scotland Regional Base,56.415833,-3.475581,NULL,NULL,NULL,,D-887,232046439,D-Class,IB1 variant,IB1,MK2IB1,06/01/2023,-3.47558099999998,56.4158330000001
1351,OB02033278,ON1343 Shannon ALB JOHN AND ELIZABETH ALLAN,Seahouses ALB,55.58288574,-1.654031992,Seahouses ALB,55.58288574,-1.654031992,ON1343,13-36,232009305,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,07/02/2019,-1.65403199199994,55.5828857400001
1352,OB02030288,D-Class ILB GRACE DARLING,Seahouses ILB D,55.58288574,-1.654031992,Seahouses ILB D,55.58288574,-1.654031992,,D-828,232012724,D-Class,IB1 variant,IB1,MK2IB1,31/08/2018,-1.65403199199994,55.5828857400001
1353,OB02001258,ON1327 Shannon ALB Denise And Eric,Selsey ALB,50.72723389,-0.778883994,Selsey ALB,50.72723389,-0.778883994,ON1327,13-20,235109063,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/04/2017,-0.778883993999955,50.72723389
1354,OB02035386,D-Class ILB BUZZ II,Selsey ILB D,50.72723389,-0.778883994,NULL,NULL,NULL,,D-857,232026435,D-Class,IB1 variant,IB1,MK2IB1,18/02/2020,-0.778883993999955,50.72723389
1355,OB02005833,Y-Class Avon / ILC MK1 3-5M,Sennen Cove ALB,50.07793045,-5.703701019,NULL,NULL,NULL,,Y-213,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,28/10/2009,-5.70370101899994,50.0779304500001
1356,OB02004853,ON1294 Tamar ALB City of London III,Sennen Cove ALB,50.07793045,-5.703701019,Sennen Cove ALB,50.07793045,-5.703701019,ON1294,16-14,235050719,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,28/10/2009,-5.70370101899994,50.0779304500001
1357,OB02012707,D-Class ILB Amy Brown,Sennen Cove ILB D,50.07793045,-5.703701019,Sennen Cove ILB D,50.07793045,-5.703701019,,D-763,235102025,D-Class,IB1 variant,IB1,MK2IB1,18/11/2013,-5.70370101899994,50.0779304500001
1358,OB02034148,ON1345 Shannon ALB JUDITH COPPING JOYCE,Sheerness ALB,51.44617844,0.744001985,Sheerness ALB,51.44617844,0.744001985,ON1345,13-38,232009307,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,24/07/2019,0.744001985000068,51.44617844
1359,OB02023343,D-Class ILB Buster,Sheerness ILB D,51.44617844,0.744001985,Sheerness ILB D,51.44617844,0.744001985,,D-799,235114947,D-Class,IB1 variant,IB1,MK2IB1,11/08/2016,0.744001985000068,51.44617844
1360,OB02004474,B-Class A85 The Odd Fellows,Sheringham ILB B,52.945961,1.202626944,Sheringham ILB B,52.945961,1.202626944,,B-818,235088862,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,01/06/2007,1.20262694400003,52.9459610000001
1361,OB02002099,Y-Class Avon / ILC MK1 3-5M,Shoreham Harbour ALB,50.83036804,-0.248951003,NULL,NULL,NULL,,Y-179,,Y-Class,Avon / ILC,Avon/ILC,MK13-5M,01/01/1999,-0.248951002999945,50.8303680400001
1362,OB02003695,ON1280 Tamar ALB Peter and Lesley-Jane Nicholson,Shoreham Harbour ALB,50.83036804,-0.248951003,NULL,NULL,NULL,ON1280,16-01,235014281,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,14/03/2005,-0.248951002999945,50.8303680400001
1363,OB02016856,D-Class ILB Joan Woodland,Shoreham Harbour ILB D,50.83036804,-0.248951003,Shoreham Harbour ILB D,50.83036804,-0.248951003,,D-784,235108837,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-0.248951002999945,50.8303680400001
1364,OB02044385,B-Class A85 PAMELA ROSEMARY DASHWOOD,Silloth ILB B,54.87001801,-3.393166065,NULL,NULL,NULL,,B-932,232042675,B-Class,Atlantic 85,Atlantic85,MK3Atlantic85,29/04/2022,-3.39316606499995,54.8700180100001
1365,OB02001261,ON1328 Shannon ALB Brianne Aldington,Skegness ALB,53.14180374,0.346756011,NULL,NULL,NULL,ON1328,13-21,235113727,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,21/08/2017,0.346756011000025,53.1418037400001
1366,OB02002059,X-Class Avon MK1 Redcrest 9ft,Skegness ALB,53.14180374,0.346756011,Great Yarmouth and Gorleston Lifeboat Station,52.5752182,1.731917977,,X-83,,X-Class,Avon,Avon,MK1Redcrest9FT,01/01/1988,0.346756011000025,53.1418037400001
1367,OB02034057,D-Class ILB The Holland Family,Skegness ILB D,53.14180374,0.346756011,Skegness ILB D,53.14180374,0.346756011,,D-842,232019623,D-Class,IB1 variant,IB1,MK2IB1,12/07/2019,0.346756011000025,53.1418037400001
1368,OB02012367,B-Class A85 Louis Simson,Skerries ILB B,53.58582687,-6.105651855,Skerries ILB B,53.58582687,-6.105651855,,B-866,235096761,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,28/02/2013,-6.10565185499996,53.5858268700001
1369,OB02016849,B-Class A85 Sheila and Dennis Tongue,Sligo Bay ILB B,54.30506516,-8.567909241,Sligo Bay ILB B,54.30506516,-8.567909241,,B-888,235114028,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,17/11/2015,-8.56790924099994,54.30506516
1370,OB02003198,A-Class IRB No Name,South Regional Base,50.415771,-4.241032,Plymouth ILB A,50.36304092,-4.150382042,,A-31,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeboat,04/02/2003,-4.24103199999996,50.4157710000001
1371,OB02005104,A-Class IRB No Name,South Regional Base,50.415771,-4.241032,NULL,NULL,NULL,,A-55,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,21/05/2009,-4.24103199999996,50.4157710000001
1372,OB02006057,A-Class IRB No Name,South Regional Base,50.415771,-4.241032,NULL,NULL,NULL,,A-72,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/01/2009,-4.24103199999996,50.4157710000001
1373,OB02006703,D-Class ILB Ole Schroder,South Regional Base,50.415771,-4.241032,NULL,NULL,NULL,,D-740,235096976,D-Class,IB1 variant,IB1,MK2IB1,22/02/2016,-4.24103199999996,50.4157710000001
1374,OB02010344,D-Class ILB Audrey LJ,South Regional Base,50.415771,-4.241032,NULL,NULL,NULL,,BB-754,235096974,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-4.24103199999996,50.4157710000001
1375,OB02006568,A-Class IRB No Name,South Regional Base,50.415771,-4.241032,NULL,NULL,NULL,,A-73,,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeboat,22/02/2010,-4.24103199999996,50.4157710000001
1376,OB02016846,B-Class A85 Julia and Angus Wright,Southend-on-Sea ILB B,51.514606,0.723106,Southend-on-Sea ILB B,51.514606,0.723106,,B-885,235111831,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/01/1900,0.72310600000003,51.5146060000001
1377,OB02028110,D-Class ILB Len Thorne GM DFC,Southend-on-Sea ILB D (Dry End),51.53242493,0.716346025,Southend-on-Sea ILB D (Dry End),51.53242493,0.716346025,,D-818,232006897,D-Class,IB1 variant,IB1,MK2IB1,17/08/2017,0.716346025000064,51.53242493
1378,OB02016043,D-Class ILB William Henderson,Southend-on-Sea ILB D (Wet End),51.514606,0.723106,Southend-on-Sea ILB D (Wet End),51.514606,0.723106,,D-771,235103263,D-Class,IB1 variant,IB1,MK2IB1,01/08/2014,0.72310600000003,51.5146060000001
1379,OB02003262,Hovercraft IRH Vera Ravine,Southend-on-Sea ILB H,51.532412,0.716335,Southend-on-Sea ILB H,51.532412,0.716335,,H-004,232024688,Hovercraft,Griffon,Griffon,MK1470SAR,31/08/2003,0.716335000000072,51.5324120000001
1380,OB02016859,D-Class ILB XKalibur,St Agnes ILB D,50.31923676,-5.201832771,St Agnes ILB D,50.31923676,-5.201832771,,D-787,235108991,D-Class,IB1 variant,IB1,MK2IB1,01/01/1900,-5.20183277099994,50.3192367600001
